latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-35.896,149.651,307.3,1,1,2020-01-26,12:50,T,36,6.0NRT,288.8,8.3,N
-35.887,149.718,314.2,1,1,2020-01-26,12:50,T,48,6.0NRT,290.5,11.2,N
-35.862,149.895,303.4,1,1,2020-01-26,12:50,T,9,6.0NRT,288.4,5.1,N
-35.931,149.532,322.3,1,1,2020-01-26,12:50,T,100,6.0NRT,288.2,22.3,N
-35.929,149.544,308.9,1,1,2020-01-26,12:50,T,76,6.0NRT,288,10.8,N
-35.877,149.921,304.6,1,1,2020-01-26,12:50,T,59,6.0NRT,290.2,6.1,N
-35.893,149.931,315.2,1,1,2020-01-26,12:50,T,59,6.0NRT,291,12,N
-35.891,149.942,314.5,1,1,2020-01-26,12:50,T,49,6.0NRT,290.9,11.4,N
-35.885,149.986,310.7,1,1,2020-01-26,12:50,T,57,6.0NRT,290.7,9.1,N
-35.982,149.353,302,1,1,2020-01-26,12:50,T,46,6.0NRT,289,5.6,N
-35.9,149.944,310.4,1,1,2020-01-26,12:50,T,55,6.0NRT,291.2,8.6,N
-35.899,149.955,308.8,1,1,2020-01-26,12:50,T,38,6.0NRT,290.9,7.7,N
-35.892,149.999,307.9,1,1,2020-01-26,12:50,T,44,6.0NRT,290.1,7.1,N
-35.891,150.01,302.5,1,1,2020-01-26,12:50,T,16,6.0NRT,289.7,3.9,N
-35.997,149.31,324.9,1,1,2020-01-26,12:50,T,100,6.0NRT,291.2,24.2,N
-35.996,149.321,351.6,1,1,2020-01-26,12:50,T,100,6.0NRT,296.1,67.1,N
-35.994,149.332,336.9,1,1,2020-01-26,12:50,T,100,6.0NRT,294.1,38.6,N
-36.006,149.312,315.7,1,1,2020-01-26,12:50,T,92,6.0NRT,290.2,15.1,N
-36.005,149.323,346.2,1,1,2020-01-26,12:50,T,100,6.0NRT,295.2,55.6,N
-36.003,149.334,315.1,1,1,2020-01-26,12:50,T,28,6.0NRT,291.8,12.3,N
-36.014,149.325,328.8,1,1,2020-01-26,12:50,T,100,6.0NRT,292,27.8,N
-36.866,149.461,329.4,1,1,2020-01-26,12:50,T,62,6.0NRT,285.4,28.8,N
-36.854,149.499,307,1,1,2020-01-26,12:50,T,70,6.0NRT,286.9,10.3,N
-36.855,149.488,328.3,1,1,2020-01-26,12:50,T,100,6.0NRT,288.6,29.4,N
-36.857,149.477,323.8,1,1,2020-01-26,12:50,T,100,6.0NRT,287.3,23.5,N
-36.858,149.465,301.8,1,1,2020-01-26,12:50,T,44,6.0NRT,285.8,6.8,N
-36.86,149.454,302.6,1,1,2020-01-26,12:50,T,50,6.0NRT,283.1,7.7,N
-36.506,149.477,322.5,1,1,2020-01-26,12:50,T,100,6.0NRT,288.4,21.3,N
-36.497,149.475,343.2,1,1,2020-01-26,12:50,T,100,6.0NRT,290.9,50.5,N
-36.499,149.464,322,1,1,2020-01-26,12:50,T,97,6.0NRT,287.1,20.5,N
-36.489,149.479,302.7,1,1,2020-01-26,12:50,T,51,6.0NRT,287.3,7.5,N
-36.491,149.468,303.9,1,1,2020-01-26,12:50,T,57,6.0NRT,286.7,8.1,N
-36.375,149.576,306.1,1,1,2020-01-26,12:50,T,44,6.0NRT,289,8,N
-36.376,149.565,304.2,1,1,2020-01-26,12:50,T,17,6.0NRT,288.5,6.8,N
-36.366,149.574,330.8,1,1,2020-01-26,12:50,T,100,6.0NRT,289.9,31.3,N
-36.367,149.563,309.1,1,1,2020-01-26,12:50,T,46,6.0NRT,287.6,9.8,N
-36.109,150.093,322.4,1,1,2020-01-26,12:50,T,54,6.0NRT,291.5,18.3,N
-36.111,150.082,314.4,1,1,2020-01-26,12:50,T,32,6.0NRT,290.7,11.7,N
-36.102,150.08,327.1,1,1,2020-01-26,12:50,T,100,6.0NRT,292,24.3,N
-36.079,150.109,319.7,1,1,2020-01-26,12:50,T,73,6.0NRT,291.1,15.7,N
-36.086,149.996,303.5,1,1,2020-01-26,12:50,T,56,6.0NRT,290.1,5.9,N
-36.06,149.979,300.5,1,1,2020-01-26,12:50,T,25,6.0NRT,289.8,3.7,N
-36.042,150.05,315.2,1,1,2020-01-26,12:50,T,91,6.0NRT,291.2,13,N
-36.033,150.048,305,1,1,2020-01-26,12:50,T,30,6.0NRT,290.5,5.9,N
-36.035,150.037,304.9,1,1,2020-01-26,12:50,T,28,6.0NRT,290.6,5.7,N
-35.992,150.073,304.1,1,1,2020-01-26,12:50,T,28,6.0NRT,290.2,5.8,N
-35.983,150.071,317.3,1,1,2020-01-26,12:50,T,94,6.0NRT,290.6,14.9,N
-35.988,150.038,326.3,1,1,2020-01-26,12:50,T,100,6.0NRT,291.8,23.2,N
-35.99,150.027,315.2,1,1,2020-01-26,12:50,T,55,6.0NRT,291,12,N
-35.974,150.069,320,1,1,2020-01-26,12:50,T,92,6.0NRT,290.5,17,N
-35.976,150.058,320.2,1,1,2020-01-26,12:50,T,94,6.0NRT,291.3,16.8,N
-35.981,150.025,318.2,1,1,2020-01-26,12:50,T,54,6.0NRT,291.3,14,N
-36.055,149.491,320.1,1,1,2020-01-26,12:50,T,100,6.0NRT,289.2,19.9,N
-36.057,149.479,347.5,1,1,2020-01-26,12:50,T,100,6.0NRT,292.7,58.9,N
-36.058,149.468,357.7,1,1,2020-01-26,12:50,T,100,6.0NRT,293.5,82.8,N
-36.06,149.457,306,1,1,2020-01-26,12:50,T,66,6.0NRT,287.3,8.7,N
-35.967,150.056,333.1,1,1,2020-01-26,12:50,T,100,6.0NRT,292.1,32.1,N
-35.975,150.001,318.4,1,1,2020-01-26,12:50,T,33,6.0NRT,291.2,13.4,N
-36.048,149.477,341.3,1,1,2020-01-26,12:50,T,100,6.0NRT,288.2,47.5,N
-36.049,149.466,336.5,1,1,2020-01-26,12:50,T,100,6.0NRT,287.9,39.5,N
-35.969,149.976,312.7,1,1,2020-01-26,12:50,T,47,6.0NRT,290.7,10.1,N
-35.971,149.965,307.7,1,1,2020-01-26,12:50,T,22,6.0NRT,289.9,7.1,N
-35.937,150.009,319.3,1,1,2020-01-26,12:50,T,98,6.0NRT,291.3,16.3,N
-36.029,149.351,312.5,1,1,2020-01-26,12:50,T,34,6.0NRT,290,11.7,N
-35.93,149.996,310.6,1,1,2020-01-26,12:50,T,44,6.0NRT,291,8.7,N
-36.017,149.372,313.8,1,1,2020-01-26,12:50,T,29,6.0NRT,289.7,12.8,N
-36.018,149.361,321.3,1,1,2020-01-26,12:50,T,47,6.0NRT,290.4,18.7,N
-36.02,149.349,327,1,1,2020-01-26,12:50,T,74,6.0NRT,290.5,24.7,N
-35.923,149.983,318,1,1,2020-01-26,12:50,T,96,6.0NRT,291.2,14.8,N
-36.012,149.336,332.6,1,1,2020-01-26,12:50,T,100,6.0NRT,293.2,31.6,N
-35.762,149.821,317.6,1,1,2020-01-26,12:50,T,95,6.0NRT,292.3,14.6,N
-35.761,149.89,311,1,1,2020-01-26,12:50,T,71,6.0NRT,291.6,9.1,N
-35.725,149.814,309,1,1,2020-01-26,12:50,T,76,6.0NRT,291.7,8.8,N
-35.727,149.802,305.5,1,1,2020-01-26,12:50,T,65,6.0NRT,291.1,6.7,N
-35.875,148.854,318.5,1,1,2020-01-26,12:50,T,52,6.0NRT,288.9,17.4,N
-35.778,149.836,333.1,1,1,2020-01-26,12:50,T,100,6.0NRT,293.2,31.7,N
-35.776,149.847,326.8,1,1,2020-01-26,12:50,T,100,6.0NRT,292.9,23.4,N
-35.785,149.849,330,1,1,2020-01-26,12:50,T,100,6.0NRT,292.8,28.1,N
-35.784,149.861,341,1,1,2020-01-26,12:50,T,100,6.0NRT,293.6,43.1,N
-35.782,149.872,336.1,1,1,2020-01-26,12:50,T,100,6.0NRT,291.7,35,N
-35.811,149.793,312.1,1,1,2020-01-26,12:50,T,34,6.0NRT,291,9.6,N
-35.809,149.804,314.2,1,1,2020-01-26,12:50,T,44,6.0NRT,290.7,10.9,N
-35.769,149.834,329.2,1,1,2020-01-26,12:50,T,100,6.0NRT,293.7,26.2,N
-35.771,149.823,324.3,1,1,2020-01-26,12:50,T,100,6.0NRT,292.7,20.7,N
-35.901,148.871,301.9,1,1,2020-01-26,12:50,T,29,6.0NRT,286.6,5.9,N
-35.752,149.888,311.4,1,1,2020-01-26,12:50,T,48,6.0NRT,291.4,9.5,N
-37.017,149.44,330.5,1,1,2020-01-26,12:50,T,98,6.0NRT,272,31.9,N
-37.008,149.438,346.9,1,1,2020-01-26,12:50,T,100,6.0NRT,276.7,57.9,N
-37.009,149.427,322.7,1,1,2020-01-26,12:50,T,68,6.0NRT,272.2,22.4,N
-36.999,149.436,307.8,1,1,2020-01-26,12:50,T,9,6.0NRT,269.8,10.1,N
-37,149.425,319.3,1,1,2020-01-26,12:50,T,74,6.0NRT,270.1,18.9,N
-36.883,149.476,323.9,1,1,2020-01-26,12:50,T,93,6.0NRT,285.1,22.2,N
-36.872,149.485,323.8,1,1,2020-01-26,12:50,T,42,6.0NRT,286.5,20.8,N
-36.862,149.495,317.8,1,1,2020-01-26,12:50,T,56,6.0NRT,287.7,16.3,N
-36.863,149.484,323.7,1,1,2020-01-26,12:50,T,0,6.0NRT,287.8,20.7,N
-26.593,151.279,314.8,1.3,1.1,2020-01-26,12:55,T,90,6.0NRT,281.5,19.9,N
-24.885,150.066,302.1,1.2,1.1,2020-01-26,12:55,T,47,6.0NRT,290.8,4,N
-24.543,151.914,305.5,1.5,1.2,2020-01-26,12:55,T,64,6.0NRT,290.6,11.3,N
-27.39,151.898,307.2,1.4,1.2,2020-01-26,12:55,T,71,6.0NRT,290.2,11.1,N
-24.554,151.917,301.9,1.5,1.2,2020-01-26,12:55,T,34,6.0NRT,290.2,7,N
-27.379,151.896,303.6,1.4,1.2,2020-01-26,12:55,T,27,6.0NRT,290.1,7.9,N
-27.382,151.882,304.3,1.4,1.2,2020-01-26,12:55,T,41,6.0NRT,290.4,8.5,N
-35.991,149.348,302.3,3.3,1.7,2020-01-26,14:30,A,22,6.0NRT,288.4,33.9,N
-36.056,149.482,311.9,3.2,1.7,2020-01-26,14:30,A,84,6.0NRT,286.7,73.4,N
-32.716,122.139,315.8,1.1,1.1,2020-01-26,14:30,T,92,6.0NRT,294.3,14.4,N
-32.717,122.128,313,1.1,1.1,2020-01-26,14:30,T,86,6.0NRT,293.8,12,N
-35.771,149.86,304.4,3.1,1.7,2020-01-26,14:30,A,60,6.0NRT,289,33.7,N
-36.006,149.343,307.8,3.3,1.7,2020-01-26,14:30,A,73,6.0NRT,288.9,54.4,N
-32.725,122.141,303.9,1.1,1.1,2020-01-26,14:30,T,21,6.0NRT,293.6,5.1,N
-21.924,116.506,312.5,1.7,1.3,2020-01-26,14:35,T,78,6.0NRT,299.4,14.4,N
-19.578,116.137,324.4,1.7,1.3,2020-01-26,14:35,T,100,6.0NRT,300,38.8,N
-21.926,116.503,308.9,1.1,1,2020-01-26,17:40,A,69,6.0NRT,298.7,6,N
-20.94,117.815,322.8,1.2,1.1,2020-01-26,17:40,A,100,6.0NRT,299.9,23.6,N
